Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America,Life_expectancy
-1.2291553545072107,1.3477898758536202,1.444715562165409,1.667361664606144,-0.9849097106358448,-0.3223746207608161,-0.7426073012650692,-1.29942103137293,-2.2927603438889483,-2.3203852155265965,2.088476607680676,-1.5296824207643607,-0.3130712720834242,1.0986179468451724,1.0584568336095486,-1.1226405286821233,0,0,0,0,0,0,0,0,0,53.7
1.5868246680007323,-1.3015098794819553,-1.2155953698597688,-0.9595608845232146,-0.04359814203426887,0.9994950897613336,1.156881763920655,0.2544897234228367,0.9064710140342263,0.9182524617149564,-0.3761595961898367,0.354779147922365,0.15469130227897937,-0.2850220491919487,-0.33796627872422297,1.1694523667669368,0,0,1,0,0,0,0,0,0,78.6
-1.445769202392437,-1.3395023893413114,-1.2733965714679665,-1.037471526512547,1.7843842180996616,-0.1755002084805772,0.7769839508835101,0.4830060108928022,0.5824982182951707,0.6722799798991423,-0.4999327501778045,1.1601372174868358,0.9877085033983597,-1.0145776834660671,-1.0361778348911086,0.25889491515018687,1,0,0,1,0,0,0,0,0,79.4
0.9369831243450532,0.5047009691172175,0.5190601748135081,2.3707351522340305,0.594705481001628,-1.2770583005823686,-1.3395895788948682,0.9400385858327333,-1.5233249540086913,-1.8694356655309372,4.529512262606424,0.2093137865500666,1.159193126284085,0.34390522173401544,0.6594788015141851,0.667075841737006,0,0,0,0,0,0,0,0,0,60.1
-1.445769202392437,0.2718125708368722,0.150412832500031,0.138673646088447,-0.031179783609446014,0.04481140993978107,0.1257305571055475,0.4373027533988085,0.25852542255611494,0.2623258435394521,0.06209862947752038,0.6061484480922461,-0.9975199240364946,0.49484776675624675,0.6096065475022647,0.5100831776651525,0,0,1,0,0,0,0,0,0,69.7
0.07052773280414767,0.4982703493402042,0.43353491518952286,0.0659852269259526,-0.6769344217002368,0.7057462652008559,0.28854390555003817,0.34589623841082257,0.6634914172299345,0.5902891526272043,-0.4372245734140013,-0.16542892975530038,0.276858288515154,-0.8384780476067972,-0.836688818843427,-1.059843463053382,0,0,1,0,0,0,0,0,0,70.8
-0.3626999629663051,1.4970048137076613,1.5484155379846112,2.4811134664705485,-1.0519688461298884,-0.7629978576015326,-0.7426073012650692,-1.3908275463609159,-1.1993521582696356,-0.8035549109957425,2.783217978500551,-1.6694385677986863,0.5521360823788701,-0.20955077668083302,-0.23822177070038209,-1.4994229224545714,0,0,0,0,0,0,0,0,0,50.6
1.3702108201155059,0.9847692829491861,0.894611628431488,2.8277331559637786,0.6096075111114155,0.9260578836212142,0.6141706024390194,0.7572255558567599,0.8254778150994624,0.8362616344430185,5.8448684533624755,-0.1637156696942788,-1.050546202423454,-0.0837653224956402,-0.08860500866462095,-0.3690757411372268,0,0,0,0,0,0,0,0,0,53.6
-0.7959276587367579,1.6055581829640404,1.713810225313696,1.305722733847612,-0.3143183556954081,-0.1755002084805772,-0.7426073012650692,-1.1623112588909503,-1.5233249540086913,-1.951426492802875,2.5776102295882724,-1.462885784515362,-0.9856209368324158,1.1992463101933268,1.1582013416333894,-1.6878141193407956,0,0,0,0,0,0,0,0,0,51.9
-0.7959276587367579,0.9987243348797157,1.1361674987855201,2.699178723958031,-1.0271321292802424,-0.9098722698817715,-2.696367482598957,-1.2537177738789362,-1.1993521582696356,-1.2135090473554326,2.757178452907865,-0.9508689842814806,0.8971421473436306,1.0231466743340565,0.9836484525916678,-0.6202640036521923,0,0,0,0,0,0,0,0,0,53.5
0.28714158068937407,-1.2830286498452166,-1.1611468985616171,0.4573094980976992,2.2736675400376845,0.9260578836212142,1.156881763920655,0.5744125258807881,0.8254778150994624,0.6722799798991423,-0.27781110899734757,0.08488675672018593,0.045802415652788225,-0.6372213209104886,-0.6122636757897851,1.3264450308387903,0,0,0,0,0,0,0,1,0,70.4
1.3702108201155059,1.1579645300272077,1.258395588668757,1.7839841735546702,-0.031179783609446014,0.11824861607990049,-0.7426073012650692,-0.38535588149306776,-0.30842696998723246,-0.06563746554830006,1.1574483361213068,-0.8493102554680091,0.5997918517311353,0.2684339492228998,0.260500769418822,-0.5260684052090803,0,0,0,0,0,0,0,0,0,57.1
0.07052773280414767,1.261102449725715,1.1384548885521295,1.1468408848515799,-1.0768055629795341,0.19168582222001992,0.2342727894018746,-0.5681689114690396,0.09653902468658712,0.09834418899557602,0.22288743373637684,-0.9138254889737675,-1.1480264537328815,0.2684339492228998,0.23556464241286165,-1.1854375943108646,0,0,0,0,0,0,0,0,0,59.1
1.5868246680007323,-0.9563968693902215,-0.9489798448773112,-0.9635524605773347,0.7611114838942548,0.8526206774810947,0.6141706024390194,1.3056646457846768,0.6634914172299345,0.6722799798991423,-0.31665389640218305,0.7426323921850858,0.4487208147994494,-0.96426350179199,-0.9613694538732281,0.8240685058088594,0,0,0,0,0,0,0,0,1,79.6
-0.3626999629663051,1.5293784810343125,1.6337392945386038,1.2725862318326453,-0.3341877291751248,-0.1755002084805772,-0.7426073012650692,-1.0709047439029644,-1.1183589593348717,-1.3774907018993088,2.437737459983288,-1.4505136205996032,-0.9652851073842738,1.073460856008134,1.0335207066035885,-1.6878141193407956,0,0,0,0,0,0,0,0,0,52.7
0.9369831243450532,0.9726548055658776,1.0461010908425625,0.6467220883334219,-1.0643872045547111,-1.2036210944422492,-0.7426073012650692,-2.1220796662648063,-1.4423317550739274,-1.541472356443185,-0.1467436977402239,-1.5066912252935805,1.5369778788278894,-0.7378496842586428,-0.7868165648315066,-1.6564155865264247,0,0,0,0,0,0,0,0,0,63.3
1.1535969722302795,-1.5073338976641986,-1.4718101124385148,-1.2701600780428044,1.2851662094217813,0.4119974406403782,0.7769839508835101,0.8943353283387395,0.25852542255611494,0.2623258435394521,-0.608348265097377,1.7215707687037745,0.6126154834505516,-1.0145776834660671,-1.0112417078851486,1.5462347605393847,1,0,0,0,0,0,1,0,0,82.1
-1.6623830502776633,-0.6285548463232553,-0.6605703562011315,-0.8577382406761581,-0.7862159758386783,0.48543464678049764,0.7769839508835101,0.9857418433267254,0.5015050193604067,0.5082983253552663,-0.4372245734140013,1.7807990917836032,-0.5898235570441824,0.19296267671178416,0.11088400738306063,0.1960978495214457,0,0,0,0,1,0,0,0,0,74.3
-0.7959276587367579,-1.4199891946828846,-1.3349906508811014,-1.0857342825556604,1.613010871837106,0.8526206774810947,0.7227128347353465,0.5287092683867943,0.7444846161646984,0.7542708071710804,-0.5212161245381538,1.18610115559121,1.0205954625447575,-1.0145776834660671,-1.0361778348911086,0.2902934479645574,1,0,0,1,0,0,0,0,0,79.9
0.28714158068937407,0.3966347433013152,0.32866988113723367,-0.07390720730322733,-0.6893527801250597,0.26512302836013935,-0.6883361851169058,1.9455102507005813,-0.5514065667915242,0.2623258435394521,-0.35615506739638925,-0.2918281834926129,-1.4910284311563173,-1.1152060468142213,-1.1109862159089892,-0.2120830770653734,0,0,0,0,0,0,1,0,0,66.3
-1.6623830502776633,1.1929627107022938,1.448828459826912,1.3035664266762845,-0.4136652230939913,0.4119974406403782,-0.7426073012650692,-1.4365308038549096,-0.30842696998723246,-0.6395732564518664,1.5754047546868888,-1.2711853673530316,-0.9826783849702035,-0.8636351384438357,-0.8616249458493872,-1.7820097177839076,0,0,0,0,0,0,0,0,0,56.0
-0.5793138108515314,0.29172932274383073,0.22279834048852482,-0.19474601910784783,0.16999762287268486,0.48543464678049764,-2.5335541341544663,0.20878646592884292,0.6634914172299345,0.6722799798991423,-0.35615506739638925,-0.11014226280953313,-0.2481460064923863,-0.5869071392364115,-0.6122636757897851,-0.1178874786222614,0,0,0,0,0,0,0,0,1,71.7
1.3702108201155059,0.773802877673233,0.839720954509151,1.4732351621670974,0.6021564960565218,-0.5426862391811743,-0.7426073012650692,-1.2537177738789362,-0.7943861635958159,-0.8035549109957425,2.031976548505372,-1.1784114028506836,0.920353611293396,0.2684339492228998,0.23556464241286165,-0.6830610692809337,0,0,0,0,0,0,0,0,0,60.7
0.5037554285746004,-0.013914686999993894,-0.02143675770749777,-0.510155436317322,-0.6371956747408035,0.19168582222001992,-0.6883361851169058,-1.8478601213008468,0.5015050193604067,0.42630749808332824,-0.35615506739638925,-0.5695692311160055,1.5014743810763338,2.4822579428822933,2.679305088996962,-0.05509041299351998,0,1,0,0,0,0,0,0,0,74.8
-1.2291553545072107,-0.8794347427565631,-0.8976570693769509,-0.3799155532967649,0.7933992157987944,0.9260578836212142,1.0483395316243278,0.20878646592884292,0.8254778150994624,0.9182524617149564,-0.5426956617953802,0.34692958293515463,0.9436689179863317,-0.5365929575623344,-0.5125191677659443,1.1694523667669368,1,0,0,1,0,0,0,0,0,74.5
-0.14608611508107872,-1.680752191496311,-1.589334928628483,-0.8969637688970079,1.3969314352451871,0.19168582222001992,0.7769839508835101,0.3915994959048147,0.7444846161646984,0.9182524617149564,-0.5426956617953802,1.5923747847084464,-0.30325397282803135,-0.9391064109549514,-0.9613694538732281,1.3578435636531607,1,0,0,1,0,0,0,0,0,79.3
0.7203692764598268,0.954210503455007,0.9078471761794077,0.2895830442525238,-1.0643872045547111,0.7057462652008559,-0.9054206497095599,2.128323280676553,0.5824982182951707,0.9182524617149564,-0.35615506739638925,-0.838109669124791,-1.4910284311563173,-1.14036313765126,-1.1359223429149496,0.07050371826396286,0,0,0,0,0,0,1,0,0,66.1
0.28714158068937407,0.7206731456499155,0.7192605346578813,2.812253759818244,-0.8632097980725802,-0.1755002084805772,-0.7426073012650692,-0.6138721689630333,-0.3894201689219964,-0.39360077463605225,3.852528159551652,-0.09983966920084962,-0.7896519962842146,-0.6875355025845657,-0.6870720568076658,-0.46327133958033884,0,0,0,0,0,0,0,0,0,55.2
-0.14608611508107872,0.24739045290689649,0.17940572690244316,-0.268964720779026,-0.9476546353613761,-1.7176815374230852,-0.6883361851169058,0.34589623841082257,-1.5233249540086913,-1.705454010987061,-0.35615506739638925,-0.3453519172793293,-1.4204965520484214,-0.7630067750956814,-0.7868165648315066,-0.33767720832285625,0,0,0,0,0,0,1,0,0,68.7
